Year,Country,LOCATION,STATISTICS,Reference Statistics,UNIT_MEASURE,Unit of measurement,TIME,Value,Flag Codes,Flags
1999,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,107374.26,,
1999,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,1044150.0,,
1999,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,365896.0,,
1999,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,9631172.0,,
1999,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,3337215.0,,
1999,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,19617392.0,,
1999,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,5139610.0,,
1999,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,12710.58,,
1999,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,5191.9102,,
1999,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,17226.586,,
1999,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,8099.6499,,
1999,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,1999,22303.139,,
1999,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,1999,12593.965,,
2000,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,256376.41,,
2000,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,126645.6,,
2000,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1106071.0,,
2000,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,456078.0,,
2000,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,2386289.0,,
2000,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,974727.0,,
2000,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1326911.5,,
2000,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,699107.0,,
2000,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,136442.0,,
2000,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,65417.0,,
2000,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1478585.0,,
2000,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,763723.0,,
2000,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,13324052.0,,
2000,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,6308541.0,,
2000,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,709561.31,,
2000,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,318065.84,,
2000,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1241512.9,,
2000,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,577746.0,,
2000,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,535417696.0,,
2000,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,192485696.0,,
2000,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,651634432.0,,
2000,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,153571104.0,,
2000,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,452007.0,,
2000,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,191530.0,,
2000,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,119839.0,,
2000,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,45220.016,,
2000,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1144236.0,,
2000,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,639453.0,,
2000,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,748483.0,,
2000,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,322160.0,,
2000,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,128414.45,,
2000,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,54783.289,,
2000,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,31661.066,,
2000,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,16708.33,,
2000,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,2408151.0,,
2000,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,1277555.0,,
2000,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,471540.03,,
2000,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,157017.13,,
2000,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,171494.2,,
2000,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,67698.0,,
2000,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,1101143.0,,
2000,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,387823.0,,
2000,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,10250952.0,,
2000,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,3516022.5,,
2000,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,21113408.0,,
2000,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,5582030.0,,
2000,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,13351.454,,
2000,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,5266.3501,,
2000,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,18853.121,,
2000,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,8961.5596,,
2000,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2000,23958.877,,
2000,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2000,13074.829,,
2001,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,264334.91,,
2001,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,130526.9,,
2001,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1144543.0,,
2001,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,478725.0,,
2001,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,2579126.0,,
2001,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,1117016.0,,
2001,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1371526.3,,
2001,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,724679.0,,
2001,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,144628.0,,
2001,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,68376.0,,
2001,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1538200.0,,
2001,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,795531.0,,
2001,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,15398700.0,,
2001,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,7276249.0,,
2001,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,802276.63,,
2001,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,380432.63,,
2001,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1304136.8,,
2001,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,617372.0,,
2001,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,531653888.0,,
2001,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,187110208.0,,
2001,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,707021312.0,,
2001,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,178009696.0,,
2001,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,481881.0,,
2001,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,207640.0,,
2001,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,128712.0,,
2001,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,47795.75,,
2001,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1211504.0,,
2001,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,691188.0,,
2001,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,781548.0,,
2001,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,350466.0,,
2001,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,135775.02,,
2001,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,59917.922,,
2001,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,34365.527,,
2001,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,15569.86,,
2001,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,2503731.0,,
2001,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,1315012.0,,
2001,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,483636.91,,
2001,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,157677.45,,
2001,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,247266.2,,
2001,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,108890.0,,
2001,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,1145323.0,,
2001,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,415351.0,,
2001,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,10581929.0,,
2001,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,3768842.8,,
2001,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,22843588.0,,
2001,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,6546510.0,,
2001,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,14177.014,,
2001,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,5264.9502,,
2001,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,21147.701,,
2001,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,10301.37,,
2001,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2001,25750.965,,
2001,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2001,12912.74,,
2002,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,273255.91,,
2002,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,136364.41,,
2002,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1193694.0,,
2002,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,491567.0,,
2002,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,2690982.0,,
2002,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,1201744.0,,
2002,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1410271.0,,
2002,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,750466.0,,
2002,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,148486.0,,
2002,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,71971.0,,
2002,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1587829.0,,
2002,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,838298.0,,
2002,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,17433860.0,,
2002,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,8890365.0,,
2002,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,854139.94,,
2002,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,388269.22,,
2002,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1350258.9,,
2002,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,630568.0,,
2002,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,524478688.0,,
2002,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,185622496.0,,
2002,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,784741312.0,,
2002,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,194957696.0,,
2002,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,501137.0,,
2002,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,218881.0,,
2002,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,135181.0,,
2002,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,49576.746,,
2002,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1259538.0,,
2002,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,736466.0,,
2002,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,812214.0,,
2002,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,367193.0,,
2002,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,142554.27,,
2002,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,62344.84,,
2002,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,37329.5,,
2002,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,16965.16,,
2002,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,2598336.0,,
2002,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,1393151.0,,
2002,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,482077.19,,
2002,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,168988.48,,
2002,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,362109.66,,
2002,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,148513.0,,
2002,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,1191515.0,,
2002,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,448607.0,,
2002,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,10929108.0,,
2002,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,4015593.0,,
2002,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,24593636.0,,
2002,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,7257270.0,,
2002,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,15182.389,,
2002,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,5343.1099,,
2002,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,23548.615,,
2002,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,11129.37,,
2002,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2002,28297.377,,
2002,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2002,14168.898,,
2003,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,281200.19,,
2003,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,143545.3,,
2003,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1254747.0,,
2003,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,515267.0,,
2003,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,2823452.0,,
2003,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,1386860.0,,
2003,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1436751.3,,
2003,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,770664.0,,
2003,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,151749.0,,
2003,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,74873.0,,
2003,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1630666.0,,
2003,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,868664.0,,
2003,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,19130012.0,,
2003,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,9396975.0,,
2003,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,876732.69,,
2003,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,419008.5,,
2003,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1394693.3,,
2003,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,657939.0,,
2003,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,523968608.0,,
2003,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,183590304.0,,
2003,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,837364992.0,,
2003,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,260512896.0,,
2003,Netherlands,NLD,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,512810.0,,
2003,Netherlands,NLD,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,229208.0,,
2003,New Zealand,NZL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,144502.0,,
2003,New Zealand,NZL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,53374.516,,
2003,Norway,NOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1308904.0,,
2003,Norway,NOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,782884.0,,
2003,Poland,POL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,847152.0,,
2003,Poland,POL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,386435.0,,
2003,Portugal,PRT,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,146067.86,,
2003,Portugal,PRT,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,66267.273,,
2003,Slovak Republic,SVK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,41479.496,,
2003,Slovak Republic,SVK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,16749.15,,
2003,Sweden,SWE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,2703551.0,,
2003,Sweden,SWE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,1454124.0,,
2003,Switzerland,CHE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,487606.53,,
2003,Switzerland,CHE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,166795.38,,
2003,Türkiye,TUR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,472171.78,,
2003,Türkiye,TUR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,181446.0,,
2003,United Kingdom,GBR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,1259675.0,,
2003,United Kingdom,GBR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,489328.0,,
2003,United States,USA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,11456450.0,,
2003,United States,USA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,4268405.0,,
2003,India,IND,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,27552794.0,,
2003,India,IND,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,8361330.0,,
2003,Lithuania,LTU,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,16649.996,,
2003,Lithuania,LTU,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,5597.0601,,
2003,Slovenia,SVN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,25613.283,,
2003,Slovenia,SVN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,12077.86,,
2003,Croatia,HRV,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2003,31166.963,,
2003,Croatia,HRV,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2003,15224.99,,
2004,Belgium,BEL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,296819.69,,
2004,Belgium,BEL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,146388.2,,
2004,Canada,CAN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1335731.0,,
2004,Canada,CAN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,533629.0,,
2004,Czech Republic,CZE,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,3079207.0,,
2004,Czech Republic,CZE,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,1303245.0,,
2004,Denmark,DNK,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1506000.8,,
2004,Denmark,DNK,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,798141.0,,
2004,Finland,FIN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,158758.0,,
2004,Finland,FIN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,77987.0,,
2004,France,FRA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1704019.0,,
2004,France,FRA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,902872.0,,
2004,Hungary,HUN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,21110060.0,,
2004,Hungary,HUN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,10285184.0,,
2004,Iceland,ISL,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,970421.5,,
2004,Iceland,ISL,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,453054.0,,
2004,Italy,ITA,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,1452319.0,,
2004,Italy,ITA,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,680842.0,,
2004,Japan,JPN,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,529400896.0,,
2004,Japan,JPN,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,178292608.0,,
2004,Korea,KOR,GDP,Gross Domestic Product (mln),LOCAL_CUR,Local currency,2004,908439168.0,,
2004,Korea,KOR,T_PUB_EXP,Total Government Expenditure (mln),LOCAL_CUR,Local currency,2004,255654896.0,,
