"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","T","Total","TOTAL","Total","2010","2010",128057352,,
"JPN","Japan","T","Total","TOTAL","Total","2011","2011",127834233,,
"JPN","Japan","T","Total","TOTAL","Total","2012","2012",127592657,,
"JPN","Japan","T","Total","TOTAL","Total","2013","2013",127413888,,
"JPN","Japan","T","Total","TOTAL","Total","2014","2014",127237150,,
"JPN","Japan","T","Total","TOTAL","Total","2015","2015",127094745,,
"JPN","Japan","T","Total","TOTAL","Total","2016","2016",127041812,,
"JPN","Japan","T","Total","TOTAL","Total","2017","2017",126918546,,
"JPN","Japan","T","Total","TOTAL","Total","2018","2018",126748506,,
"JPN","Japan","T","Total","TOTAL","Total","2019","2019",126555078,,
"JPN","Japan","T","Total","TOTAL","Total","2020","2020",126146099,,
"JPN","Japan","T","Total","TOTAL","Total","2021","2021",125502290,,
"KOR","Korea","T","Total","TOTAL","Total","1995","1995",45092991,,
"KOR","Korea","T","Total","TOTAL","Total","1996","1996",45524681,,
"KOR","Korea","T","Total","TOTAL","Total","1997","1997",45953580,,
"KOR","Korea","T","Total","TOTAL","Total","1998","1998",46286503,,
"KOR","Korea","T","Total","TOTAL","Total","1999","1999",46616677,,
"KOR","Korea","T","Total","TOTAL","Total","2000","2000",47008111,,
"KOR","Korea","T","Total","TOTAL","Total","2001","2001",47370164,,
"KOR","Korea","T","Total","TOTAL","Total","2002","2002",47644736,,
"KOR","Korea","T","Total","TOTAL","Total","2003","2003",47892330,,
"KOR","Korea","T","Total","TOTAL","Total","2004","2004",48082519,,
"KOR","Korea","T","Total","TOTAL","Total","2005","2005",48184561,,
"KOR","Korea","T","Total","TOTAL","Total","2006","2006",48438292,,
"KOR","Korea","T","Total","TOTAL","Total","2007","2007",48683638,,
"KOR","Korea","T","Total","TOTAL","Total","2008","2008",49054708,,
"KOR","Korea","T","Total","TOTAL","Total","2009","2009",49307835,,
"KOR","Korea","T","Total","TOTAL","Total","2010","2010",49554112,,
"KOR","Korea","T","Total","TOTAL","Total","2011","2011",49936638,,
"KOR","Korea","T","Total","TOTAL","Total","2012","2012",50199853,,
"KOR","Korea","T","Total","TOTAL","Total","2013","2013",50428893,,
"KOR","Korea","T","Total","TOTAL","Total","2014","2014",50746659,,
"KOR","Korea","T","Total","TOTAL","Total","2015","2015",51014947,,
"KOR","Korea","T","Total","TOTAL","Total","2016","2016",51217803,,
"KOR","Korea","T","Total","TOTAL","Total","2017","2017",51361911,,
"KOR","Korea","T","Total","TOTAL","Total","2018","2018",51585058,,
"KOR","Korea","T","Total","TOTAL","Total","2019","2019",51764822,,
"KOR","Korea","T","Total","TOTAL","Total","2020","2020",51836239,,
"KOR","Korea","T","Total","TOTAL","Total","2021","2021",51744876,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1995","1995",408625,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1996","1996",414228,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1997","1997",419440,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1998","1998",424699,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1999","1999",430475,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2000","2000",436303,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2001","2001",441522,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2002","2002",446166,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2003","2003",451626,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2004","2004",458098,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2005","2005",465152,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2006","2006",472641,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2007","2007",479992,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2008","2008",488647,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2009","2009",497783,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2010","2010",506953,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2011","2011",518351,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2012","2012",530952,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2013","2013",543358,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2014","2014",556322,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2015","2015",569605,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2016","2016",583459,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2017","2017",596337,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2018","2018",607950,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2019","2019",620003,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2020","2020",630413,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2021","2021",640064,,
"MEX","Mexico","T","Total","TOTAL","Total","1995","1995",91843905,,
"MEX","Mexico","T","Total","TOTAL","Total","1996","1996",93294783,,
"MEX","Mexico","T","Total","TOTAL","Total","1997","1997",94720541,,
"MEX","Mexico","T","Total","TOTAL","Total","1998","1998",96116960,,
"MEX","Mexico","T","Total","TOTAL","Total","1999","1999",97482584,,
"MEX","Mexico","T","Total","TOTAL","Total","2000","2000",98785275,,
"MEX","Mexico","T","Total","TOTAL","Total","2001","2001",100105299,,
"MEX","Mexico","T","Total","TOTAL","Total","2002","2002",101493987,,
"MEX","Mexico","T","Total","TOTAL","Total","2003","2003",102890474,,
"MEX","Mexico","T","Total","TOTAL","Total","2004","2004",104272444,,
"MEX","Mexico","T","Total","TOTAL","Total","2005","2005",105669369,,
"MEX","Mexico","T","Total","TOTAL","Total","2006","2006",107155391,,
"MEX","Mexico","T","Total","TOTAL","Total","2007","2007",108744845,,
"MEX","Mexico","T","Total","TOTAL","Total","2008","2008",110405454,,
"MEX","Mexico","T","Total","TOTAL","Total","2009","2009",112095388,,
"MEX","Mexico","T","Total","TOTAL","Total","2010","2010",113748671,,
"MEX","Mexico","T","Total","TOTAL","Total","2011","2011",115367452,,
"MEX","Mexico","T","Total","TOTAL","Total","2012","2012",116935670,,
"MEX","Mexico","T","Total","TOTAL","Total","2013","2013",118453929,,
"MEX","Mexico","T","Total","TOTAL","Total","2014","2014",119936411,,
"MEX","Mexico","T","Total","TOTAL","Total","2015","2015",121347800,,
"MEX","Mexico","T","Total","TOTAL","Total","2016","2016",122715165,,
"MEX","Mexico","T","Total","TOTAL","Total","2017","2017",124041731,,
"MEX","Mexico","T","Total","TOTAL","Total","2018","2018",125327797,,
"MEX","Mexico","T","Total","TOTAL","Total","2019","2019",126577691,,
"MEX","Mexico","T","Total","TOTAL","Total","2020","2020",127792286,,
"MEX","Mexico","T","Total","TOTAL","Total","2021","2021",128972439,,
"NLD","Netherlands","T","Total","TOTAL","Total","1995","1995",15459004,,
"NLD","Netherlands","T","Total","TOTAL","Total","1996","1996",15530500,,
"NLD","Netherlands","T","Total","TOTAL","Total","1997","1997",15610650,,
"NLD","Netherlands","T","Total","TOTAL","Total","1998","1998",15707205,,
"NLD","Netherlands","T","Total","TOTAL","Total","1999","1999",15812085,,
"NLD","Netherlands","T","Total","TOTAL","Total","2000","2000",15925505,,
"NLD","Netherlands","T","Total","TOTAL","Total","2001","2001",16046182,,
"NLD","Netherlands","T","Total","TOTAL","Total","2002","2002",16148921,,
"NLD","Netherlands","T","Total","TOTAL","Total","2003","2003",16225303,,
"NLD","Netherlands","T","Total","TOTAL","Total","2004","2004",16281777,,
"NLD","Netherlands","T","Total","TOTAL","Total","2005","2005",16319871,,
"NLD","Netherlands","T","Total","TOTAL","Total","2006","2006",16346096,,
"NLD","Netherlands","T","Total","TOTAL","Total","2007","2007",16381696,,
"NLD","Netherlands","T","Total","TOTAL","Total","2008","2008",16445590,,
"NLD","Netherlands","T","Total","TOTAL","Total","2009","2009",16530387,,
"NLD","Netherlands","T","Total","TOTAL","Total","2010","2010",16615390,,
"NLD","Netherlands","T","Total","TOTAL","Total","2011","2011",16693074,,
"NLD","Netherlands","T","Total","TOTAL","Total","2012","2012",16754963,,
"NLD","Netherlands","T","Total","TOTAL","Total","2013","2013",16804430,,
"NLD","Netherlands","T","Total","TOTAL","Total","2014","2014",16865008,,
"NLD","Netherlands","T","Total","TOTAL","Total","2015","2015",16939925,,
"NLD","Netherlands","T","Total","TOTAL","Total","2016","2016",17030314,,
"NLD","Netherlands","T","Total","TOTAL","Total","2017","2017",17131295,,
"NLD","Netherlands","T","Total","TOTAL","Total","2018","2018",17231622,,
"NLD","Netherlands","T","Total","TOTAL","Total","2019","2019",17344876,,
"NLD","Netherlands","T","Total","TOTAL","Total","2020","2020",17441500,,
"NLD","Netherlands","T","Total","TOTAL","Total","2021","2021",17533048,,
"NZL","New Zealand","T","Total","TOTAL","Total","1995","1995",3673400,,
"NZL","New Zealand","T","Total","TOTAL","Total","1996","1996",3732000,,
"NZL","New Zealand","T","Total","TOTAL","Total","1997","1997",3781300,,
"NZL","New Zealand","T","Total","TOTAL","Total","1998","1998",3815000,,
"NZL","New Zealand","T","Total","TOTAL","Total","1999","1999",3835100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2000","2000",3857700,,
"NZL","New Zealand","T","Total","TOTAL","Total","2001","2001",3880500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2002","2002",3948500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2003","2003",4027200,,
"NZL","New Zealand","T","Total","TOTAL","Total","2004","2004",4087500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2005","2005",4133900,,
"NZL","New Zealand","T","Total","TOTAL","Total","2006","2006",4184600,,
"NZL","New Zealand","T","Total","TOTAL","Total","2007","2007",4223800,,
"NZL","New Zealand","T","Total","TOTAL","Total","2008","2008",4259800,,
"NZL","New Zealand","T","Total","TOTAL","Total","2009","2009",4302600,,
"NZL","New Zealand","T","Total","TOTAL","Total","2010","2010",4350700,,
"NZL","New Zealand","T","Total","TOTAL","Total","2011","2011",4384000,,
"NZL","New Zealand","T","Total","TOTAL","Total","2012","2012",4408100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2013","2013",4442100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2014","2014",4516500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2015","2015",4609400,,
"NZL","New Zealand","T","Total","TOTAL","Total","2016","2016",4714100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2017","2017",4813600,,
"NZL","New Zealand","T","Total","TOTAL","Total","2018","2018",4900600,,
"NZL","New Zealand","T","Total","TOTAL","Total","2019","2019",4979200,,
"NZL","New Zealand","T","Total","TOTAL","Total","2020","2020",5090200,,
"NZL","New Zealand","T","Total","TOTAL","Total","2021","2021",5111400,,
"NOR","Norway","T","Total","TOTAL","Total","1995","1995",4359187,,
"NOR","Norway","T","Total","TOTAL","Total","1996","1996",4381339,,
"NOR","Norway","T","Total","TOTAL","Total","1997","1997",4405158,,
"NOR","Norway","T","Total","TOTAL","Total","1998","1998",4431465,,
"NOR","Norway","T","Total","TOTAL","Total","1999","1999",4461915,,
"NOR","Norway","T","Total","TOTAL","Total","2000","2000",4490973,,
"NOR","Norway","T","Total","TOTAL","Total","2001","2001",4513747,,
"NOR","Norway","T","Total","TOTAL","Total","2002","2002",4538157,,
"NOR","Norway","T","Total","TOTAL","Total","2003","2003",4564856,,
"NOR","Norway","T","Total","TOTAL","Total","2004","2004",4591909,,
"NOR","Norway","T","Total","TOTAL","Total","2005","2005",4623293,,
"NOR","Norway","T","Total","TOTAL","Total","2006","2006",4660673,,
"NOR","Norway","T","Total","TOTAL","Total","2007","2007",4709156,,
"NOR","Norway","T","Total","TOTAL","Total","2008","2008",4768215,,
"NOR","Norway","T","Total","TOTAL","Total","2009","2009",4828716,,
"NOR","Norway","T","Total","TOTAL","Total","2010","2010",4889253,,
"NOR","Norway","T","Total","TOTAL","Total","2011","2011",4953089,,
"NOR","Norway","T","Total","TOTAL","Total","2012","2012",5018574,,
"NOR","Norway","T","Total","TOTAL","Total","2013","2013",5080171,,
"NOR","Norway","T","Total","TOTAL","Total","2014","2014",5137427,,
"NOR","Norway","T","Total","TOTAL","Total","2015","2015",5189898,,
"NOR","Norway","T","Total","TOTAL","Total","2016","2016",5236152,,
"NOR","Norway","T","Total","TOTAL","Total","2017","2017",5276965,,
"NOR","Norway","T","Total","TOTAL","Total","2018","2018",5311916,,
"NOR","Norway","T","Total","TOTAL","Total","2019","2019",5347893,,
"NOR","Norway","T","Total","TOTAL","Total","2020","2020",5379472,,
"NOR","Norway","T","Total","TOTAL","Total","2021","2021",5408320,,
"POL","Poland","T","Total","TOTAL","Total","1995","1995",38274500,,
"POL","Poland","T","Total","TOTAL","Total","1996","1996",38289000,,
"POL","Poland","T","Total","TOTAL","Total","1997","1997",38292000,,
"POL","Poland","T","Total","TOTAL","Total","1998","1998",38283500,,
"POL","Poland","T","Total","TOTAL","Total","1999","1999",38270000,,
"POL","Poland","T","Total","TOTAL","Total","2000","2000",38258477.5,,
"POL","Poland","T","Total","TOTAL","Total","2001","2001",38248076,,
"POL","Poland","T","Total","TOTAL","Total","2002","2002",38232301,,
"POL","Poland","T","Total","TOTAL","Total","2003","2003",38195177,,
"POL","Poland","T","Total","TOTAL","Total","2004","2004",38180249,,
"POL","Poland","T","Total","TOTAL","Total","2005","2005",38161313,,
"POL","Poland","T","Total","TOTAL","Total","2006","2006",38132277,,
"POL","Poland","T","Total","TOTAL","Total","2007","2007",38115967,,
"POL","Poland","T","Total","TOTAL","Total","2008","2008",38115909,,
"POL","Poland","T","Total","TOTAL","Total","2009","2009",38153389,,
"POL","Poland","T","Total","TOTAL","Total","2010","2010",38516689,,
"POL","Poland","T","Total","TOTAL","Total","2011","2011",38525670,,
"POL","Poland","T","Total","TOTAL","Total","2012","2012",38533789,,
"POL","Poland","T","Total","TOTAL","Total","2013","2013",38502396,,
"POL","Poland","T","Total","TOTAL","Total","2014","2014",38483957,,
"POL","Poland","T","Total","TOTAL","Total","2015","2015",38454576,,
"POL","Poland","T","Total","TOTAL","Total","2016","2016",38426809,,
"POL","Poland","T","Total","TOTAL","Total","2017","2017",38422346,,
"POL","Poland","T","Total","TOTAL","Total","2018","2018",38413139,,
"POL","Poland","T","Total","TOTAL","Total","2019","2019",38386476,,
"POL","Poland","T","Total","TOTAL","Total","2020","2020",38354173,,
"POL","Poland","T","Total","TOTAL","Total","2021","2021",38162224,,
"PRT","Portugal","T","Total","TOTAL","Total","1995","1995",10026176,,
"PRT","Portugal","T","Total","TOTAL","Total","1996","1996",10063944.5,,
"PRT","Portugal","T","Total","TOTAL","Total","1997","1997",10108977,,
"PRT","Portugal","T","Total","TOTAL","Total","1998","1998",10160196,,
"PRT","Portugal","T","Total","TOTAL","Total","1999","1999",10217828,,
"PRT","Portugal","T","Total","TOTAL","Total","2000","2000",10289898,,
"PRT","Portugal","T","Total","TOTAL","Total","2001","2001",10362721.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2002","2002",10419630.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2003","2003",10458821,,
"PRT","Portugal","T","Total","TOTAL","Total","2004","2004",10483861,,
"PRT","Portugal","T","Total","TOTAL","Total","2005","2005",10503330,,
"PRT","Portugal","T","Total","TOTAL","Total","2006","2006",10522288,,
"PRT","Portugal","T","Total","TOTAL","Total","2007","2007",10542963.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2008","2008",10558176.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2009","2009",10568246.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2010","2010",10573100,,
"PRT","Portugal","T","Total","TOTAL","Total","2011","2011",10574535.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2012","2012",10531419.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2013","2013",10473990.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2014","2014",10419606.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2015","2015",10381837.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2016","2016",10356516,,
"PRT","Portugal","T","Total","TOTAL","Total","2017","2017",10340124,,
"PRT","Portugal","T","Total","TOTAL","Total","2018","2018",10334633,,
"PRT","Portugal","T","Total","TOTAL","Total","2019","2019",10354445.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2020","2020",10384846,,
"PRT","Portugal","T","Total","TOTAL","Total","2021","2021",10407707,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","1995","1995",5363676,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","1996","1996",5373793,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","1997","1997",5383233,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","1998","1998",5390866,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","1999","1999",5395324,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2000","2000",5400679,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2001","2001",5379780,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2002","2002",5378809,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2003","2003",5378950,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2004","2004",5382574,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2005","2005",5387285,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2006","2006",5391184,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2007","2007",5397766,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2008","2008",5406972,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2009","2009",5418374,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2010","2010",5431024,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2011","2011",5398384,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2012","2012",5407579,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2013","2013",5413392.5,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2014","2014",5418649,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2015","2015",5423800.5,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2016","2016",5430797.5,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2017","2017",5439231.5,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2018","2018",5446770.5,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2019","2019",5454147,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2020","2020",5458827,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2021","2021",5441991,,
"ESP","Spain","T","Total","TOTAL","Total","1995","1995",39718895,,
"ESP","Spain","T","Total","TOTAL","Total","1996","1996",39884246,,
"ESP","Spain","T","Total","TOTAL","Total","1997","1997",40049974,,
"ESP","Spain","T","Total","TOTAL","Total","1998","1998",40214066,,
"ESP","Spain","T","Total","TOTAL","Total","1999","1999",40369667,,
"ESP","Spain","T","Total","TOTAL","Total","2000","2000",40554387,,
"ESP","Spain","T","Total","TOTAL","Total","2001","2001",40766049,,
"ESP","Spain","T","Total","TOTAL","Total","2002","2002",41423520,,
"ESP","Spain","T","Total","TOTAL","Total","2003","2003",42196231,,
"ESP","Spain","T","Total","TOTAL","Total","2004","2004",42859172,,
"ESP","Spain","T","Total","TOTAL","Total","2005","2005",43662613,,
"ESP","Spain","T","Total","TOTAL","Total","2006","2006",44360521,,
"ESP","Spain","T","Total","TOTAL","Total","2007","2007",45236004,,
"ESP","Spain","T","Total","TOTAL","Total","2008","2008",45983169,,
"ESP","Spain","T","Total","TOTAL","Total","2009","2009",46367550,,
"ESP","Spain","T","Total","TOTAL","Total","2010","2010",46562483,,
"ESP","Spain","T","Total","TOTAL","Total","2011","2011",46736257,,
"ESP","Spain","T","Total","TOTAL","Total","2012","2012",46766403,,
"ESP","Spain","T","Total","TOTAL","Total","2013","2013",46593236,,
"ESP","Spain","T","Total","TOTAL","Total","2014","2014",46455123,,
"ESP","Spain","T","Total","TOTAL","Total","2015","2015",46410149,,
"ESP","Spain","T","Total","TOTAL","Total","2016","2016",46449874,,
"ESP","Spain","T","Total","TOTAL","Total","2017","2017",46532869,,
"ESP","Spain","T","Total","TOTAL","Total","2018","2018",46728814,,
"ESP","Spain","T","Total","TOTAL","Total","2019","2019",47105358,,
"ESP","Spain","T","Total","TOTAL","Total","2020","2020",47355685,,
"ESP","Spain","T","Total","TOTAL","Total","2021","2021",47331302,,
"SWE","Sweden","T","Total","TOTAL","Total","1995","1995",8826944,,
"SWE","Sweden","T","Total","TOTAL","Total","1996","1996",8840999,,
"SWE","Sweden","T","Total","TOTAL","Total","1997","1997",8846059,,
"SWE","Sweden","T","Total","TOTAL","Total","1998","1998",8850975,,
"SWE","Sweden","T","Total","TOTAL","Total","1999","1999",8857879,,
"SWE","Sweden","T","Total","TOTAL","Total","2000","2000",8872112,,
"SWE","Sweden","T","Total","TOTAL","Total","2001","2001",8895963,,
"SWE","Sweden","T","Total","TOTAL","Total","2002","2002",8924960,,
"SWE","Sweden","T","Total","TOTAL","Total","2003","2003",8958232,,
"SWE","Sweden","T","Total","TOTAL","Total","2004","2004",8993534,,
"SWE","Sweden","T","Total","TOTAL","Total","2005","2005",9029567,,
"SWE","Sweden","T","Total","TOTAL","Total","2006","2006",9080506,,
"SWE","Sweden","T","Total","TOTAL","Total","2007","2007",9148093,,
"SWE","Sweden","T","Total","TOTAL","Total","2008","2008",9219639,,
"SWE","Sweden","T","Total","TOTAL","Total","2009","2009",9298512,,
"SWE","Sweden","T","Total","TOTAL","Total","2010","2010",9378131,,
"SWE","Sweden","T","Total","TOTAL","Total","2011","2011",9449216,,
"SWE","Sweden","T","Total","TOTAL","Total","2012","2012",9519379,,
"SWE","Sweden","T","Total","TOTAL","Total","2013","2013",9600374,,
"SWE","Sweden","T","Total","TOTAL","Total","2014","2014",9696105,,
"SWE","Sweden","T","Total","TOTAL","Total","2015","2015",9799183,,
"SWE","Sweden","T","Total","TOTAL","Total","2016","2016",9923086,,
"SWE","Sweden","T","Total","TOTAL","Total","2017","2017",10057695,,
"SWE","Sweden","T","Total","TOTAL","Total","2018","2018",10175215,,
"SWE","Sweden","T","Total","TOTAL","Total","2019","2019",10278888,,
"SWE","Sweden","T","Total","TOTAL","Total","2020","2020",10353444,,
"SWE","Sweden","T","Total","TOTAL","Total","2021","2021",10415812,,
"CHE","Switzerland","T","Total","TOTAL","Total","1995","1995",7040687,,
"CHE","Switzerland","T","Total","TOTAL","Total","1996","1996",7071851,,
"CHE","Switzerland","T","Total","TOTAL","Total","1997","1997",7088906,,
"CHE","Switzerland","T","Total","TOTAL","Total","1998","1998",7110002,,
"CHE","Switzerland","T","Total","TOTAL","Total","1999","1999",7143991,,
"CHE","Switzerland","T","Total","TOTAL","Total","2000","2000",7184250,,
"CHE","Switzerland","T","Total","TOTAL","Total","2001","2001",7226647,,
"CHE","Switzerland","T","Total","TOTAL","Total","2002","2002",7284754,,
"CHE","Switzerland","T","Total","TOTAL","Total","2003","2003",7339002,,
"CHE","Switzerland","T","Total","TOTAL","Total","2004","2004",7389626,,
"CHE","Switzerland","T","Total","TOTAL","Total","2005","2005",7437116,,
"CHE","Switzerland","T","Total","TOTAL","Total","2006","2006",7483935,,
"CHE","Switzerland","T","Total","TOTAL","Total","2007","2007",7551117,,
"CHE","Switzerland","T","Total","TOTAL","Total","2008","2008",7647676,,
"CHE","Switzerland","T","Total","TOTAL","Total","2009","2009",7743832,,
"CHE","Switzerland","T","Total","TOTAL","Total","2010","2010",7824910,,
"CHE","Switzerland","T","Total","TOTAL","Total","2011","2011",7912396,,
"CHE","Switzerland","T","Total","TOTAL","Total","2012","2012",7996861,,
"CHE","Switzerland","T","Total","TOTAL","Total","2013","2013",8089346,,
"CHE","Switzerland","T","Total","TOTAL","Total","2014","2014",8188646,,
"CHE","Switzerland","T","Total","TOTAL","Total","2015","2015",8282398,,
"CHE","Switzerland","T","Total","TOTAL","Total","2016","2016",8373334,,
"CHE","Switzerland","T","Total","TOTAL","Total","2017","2017",8451834,,
"CHE","Switzerland","T","Total","TOTAL","Total","2018","2018",8514327,,
"CHE","Switzerland","T","Total","TOTAL","Total","2019","2019",8575280,,
"CHE","Switzerland","T","Total","TOTAL","Total","2020","2020",8638169,,
"CHE","Switzerland","T","Total","TOTAL","Total","2021","2021",8704542,,
"TUR","Türkiye","T","Total","TOTAL","Total","1995","1995",59756000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1996","1996",60671000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1997","1997",61582000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1998","1998",62464000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1999","1999",63364000,,
"TUR","Türkiye","T","Total","TOTAL","Total","2000","2000",64268751,,
"TUR","Türkiye","T","Total","TOTAL","Total","2001","2001",65166330.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2002","2002",66002505.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2003","2003",66794551,,
"TUR","Türkiye","T","Total","TOTAL","Total","2004","2004",67598736,,
"TUR","Türkiye","T","Total","TOTAL","Total","2005","2005",68435380,,
"TUR","Türkiye","T","Total","TOTAL","Total","2006","2006",69295253,,
"TUR","Türkiye","T","Total","TOTAL","Total","2007","2007",70158111.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2008","2008",71051689,,
"TUR","Türkiye","T","Total","TOTAL","Total","2009","2009",72039215,,
"TUR","Türkiye","T","Total","TOTAL","Total","2010","2010",73142162,,
"TUR","Türkiye","T","Total","TOTAL","Total","2011","2011",74223642,,
"TUR","Türkiye","T","Total","TOTAL","Total","2012","2012",75175836,,
"TUR","Türkiye","T","Total","TOTAL","Total","2013","2013",76147634,,
"TUR","Türkiye","T","Total","TOTAL","Total","2014","2014",77181894,,
"TUR","Türkiye","T","Total","TOTAL","Total","2015","2015",78218488,,
"TUR","Türkiye","T","Total","TOTAL","Total","2016","2016",79277971,,
"TUR","Türkiye","T","Total","TOTAL","Total","2017","2017",80312708,,
"TUR","Türkiye","T","Total","TOTAL","Total","2018","2018",81407211,,
"TUR","Türkiye","T","Total","TOTAL","Total","2019","2019",82579448,,
"TUR","Türkiye","T","Total","TOTAL","Total","2020","2020",83384688,,
"TUR","Türkiye","T","Total","TOTAL","Total","2021","2021",84147326,,
"GBR","United Kingdom","T","Total","TOTAL","Total","1995","1995",58024799,,
"GBR","United Kingdom","T","Total","TOTAL","Total","1996","1996",58164374,,
"GBR","United Kingdom","T","Total","TOTAL","Total","1997","1997",58314249,,
"GBR","United Kingdom","T","Total","TOTAL","Total","1998","1998",58474943,,
"GBR","United Kingdom","T","Total","TOTAL","Total","1999","1999",58684427,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2000","2000",58886065,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2001","2001",59113016,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2002","2002",59365677,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2003","2003",59636662,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2004","2004",59950364,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2005","2005",60413276,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2006","2006",60827067,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2007","2007",61319075,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2008","2008",61823772,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2009","2009",62260486,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2010","2010",62759456,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2011","2011",63285145,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2012","2012",63705030,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2013","2013",64105654,,
"GBR","United Kingdom","T","Total","TOTAL","Total","2014","2014",64596752,,
