"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MNE","Montenegro, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,22623.13611788,,
"MNE","Montenegro, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,12643.92353598,,
"MNE","Montenegro, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,12570.15900262,,
"MNE","Montenegro, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,764381.36238835,,
"MNE","Montenegro, Republic of","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,274052.44832117,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,1122000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,1350000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,1500000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,1727000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,1847000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,2279000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,2328000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,2334000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,1636000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,1654000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,1680000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,2194000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,2363000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,2300000000,,
"NLD","Netherlands","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,2287000000,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","NZD","New Zealand Dollar","0","Units",,,368885059,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","NZD","New Zealand Dollar","0","Units",,,371833197,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","NZD","New Zealand Dollar","0","Units",,,425576005,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","NZD","New Zealand Dollar","0","Units",,,366539687,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","NZD","New Zealand Dollar","0","Units",,,368173787,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","NZD","New Zealand Dollar","0","Units",,,385637332,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","NZD","New Zealand Dollar","0","Units",,,500426191,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","NZD","New Zealand Dollar","0","Units",,,609483697,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","NZD","New Zealand Dollar","0","Units",,,760477754,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","NZD","New Zealand Dollar","0","Units",,,900084548,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","NZD","New Zealand Dollar","0","Units",,,1046917171,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","NZD","New Zealand Dollar","0","Units",,,1231777572,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","NZD","New Zealand Dollar","0","Units",,,1407711813,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","NZD","New Zealand Dollar","0","Units",,,1617508079,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","NZD","New Zealand Dollar","0","Units",,,1038365120.8,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","NZD","New Zealand Dollar","0","Units",,,1293456996,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","NZD","New Zealand Dollar","0","Units",,,1458245644,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","NZD","New Zealand Dollar","0","Units",,,1645296221,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","NZD","New Zealand Dollar","0","Units",,,1596863351,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","NZD","New Zealand Dollar","0","Units",,,1496284453,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","NZD","New Zealand Dollar","0","Units",,,1804526231,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","NZD","New Zealand Dollar","0","Units",,,1769000000,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","NZD","New Zealand Dollar","0","Units",,,2419000000,,
"NZL","New Zealand","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","NZD","New Zealand Dollar","0","Units",,,1693000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","NOK","Norwegian Krone","0","Units",,,6847000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","NOK","Norwegian Krone","0","Units",,,6410000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","NOK","Norwegian Krone","0","Units",,,6963000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","NOK","Norwegian Krone","0","Units",,,8031000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","NOK","Norwegian Krone","0","Units",,,8327000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","NOK","Norwegian Krone","0","Units",,,7373000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","NOK","Norwegian Krone","0","Units",,,8201000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","NOK","Norwegian Krone","0","Units",,,8741000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","NOK","Norwegian Krone","0","Units",,,8588000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","NOK","Norwegian Krone","0","Units",,,9531000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","NOK","Norwegian Krone","0","Units",,,11709000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","NOK","Norwegian Krone","0","Units",,,11867000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","NOK","Norwegian Krone","0","Units",,,13908000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","NOK","Norwegian Krone","0","Units",,,17575000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","NOK","Norwegian Krone","0","Units",,,21720000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","NOK","Norwegian Krone","0","Units",,,21408000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","NOK","Norwegian Krone","0","Units",,,21912000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","NOK","Norwegian Krone","0","Units",,,24677000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","NOK","Norwegian Krone","0","Units",,,30005000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","NOK","Norwegian Krone","0","Units",,,31783000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","NOK","Norwegian Krone","0","Units",,,31825000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","NOK","Norwegian Krone","0","Units",,,31440000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","NOK","Norwegian Krone","0","Units",,,34681000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","NOK","Norwegian Krone","0","Units",,,38988000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","NOK","Norwegian Krone","0","Units",,,39907000000,,
"NOR","Norway","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","NOK","Norwegian Krone","0","Units",,,35097000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","PLN","Zloty","0","Units",,,2024000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","PLN","Zloty","0","Units",,,617000000,"B","Break"
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","PLN","Zloty","0","Units",,,844000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","PLN","Zloty","0","Units",,,1171000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","PLN","Zloty","0","Units",,,1254000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","PLN","Zloty","0","Units",,,4086000000,"B","Break"
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","PLN","Zloty","0","Units",,,4017000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","PLN","Zloty","0","Units",,,3992000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","PLN","Zloty","0","Units",,,4445000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","PLN","Zloty","0","Units",,,5599000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","PLN","Zloty","0","Units",,,7542000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","PLN","Zloty","0","Units",,,10148000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","PLN","Zloty","0","Units",,,13029000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","PLN","Zloty","0","Units",,,15834000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","PLN","Zloty","0","Units",,,23111000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","PLN","Zloty","0","Units",,,26006000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","PLN","Zloty","0","Units",,,34281000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","PLN","Zloty","0","Units",,,18339000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","PLN","Zloty","0","Units",,,10345000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2014","2014","PLN","Zloty","0","Units",,,7202000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2015","2015","PLN","Zloty","0","Units",,,9080000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2016","2016","PLN","Zloty","0","Units",,,13420000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2017","2017","PLN","Zloty","0","Units",,,13661000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2018","2018","PLN","Zloty","0","Units",,,11370000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2019","2019","PLN","Zloty","0","Units",,,10380000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2020","2020","PLN","Zloty","0","Units",,,14252000000,,
"POL","Poland","I-INV-RD","Road infrastructure investment","NAT","National currency","2021","2021","PLN","Zloty","0","Units",,,14467000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,737000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,748000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,970000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,905000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,552000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,961000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,1685000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,1620000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,1537000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,1933000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,2112000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,1940000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,1453000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,1366000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,951000000,"B","Break"
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,1511000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,274000000,,
"PRT","Portugal","I-INV-RD","Road infrastructure investment","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,211000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","1995","1995","RON","Romanian Leu","0","Units",,,95000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","1996","1996","RON","Romanian Leu","0","Units",,,155000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","1997","1997","RON","Romanian Leu","0","Units",,,370000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","1998","1998","RON","Romanian Leu","0","Units",,,486000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","1999","1999","RON","Romanian Leu","0","Units",,,722000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2000","2000","RON","Romanian Leu","0","Units",,,1257000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2001","2001","RON","Romanian Leu","0","Units",,,1913000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2002","2002","RON","Romanian Leu","0","Units",,,1982000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2003","2003","RON","Romanian Leu","0","Units",,,2656000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2004","2004","RON","Romanian Leu","0","Units",,,4437000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2005","2005","RON","Romanian Leu","0","Units",,,4821000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2006","2006","RON","Romanian Leu","0","Units",,,6875000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2007","2007","RON","Romanian Leu","0","Units",,,9359000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2008","2008","RON","Romanian Leu","0","Units",,,14330000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2009","2009","RON","Romanian Leu","0","Units",,,13165000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2010","2010","RON","Romanian Leu","0","Units",,,12005000000,,
"ROU","Romania","I-INV-RD","Road infrastructure investment","NAT","National currency","2011","2011","RON","Romanian Leu","0","Units",,,13918000000,,
